"PERSON_ID","Employee_count","contract_type","work_condition","job_category","ECONOMIC_SECTOR","PAY","Work_description","Company_category","Working_hours","job_dep"
26082,"tr_6","CDI","C","O","OZ",36854,"333f","ct_2",1820,"33"
26083,"tr_6","AUT","C","O","QA",29046,"311d","ct_3",1820,"33"
26085,"tr_5","CDI","C","O","DZ",33377,"387b","ct_9",1799,"75"
26086,"tr_1","CDI","C","O","GZ",25734,"433d","ct_9",1888,"33"
26089,"tr_3","CDI","C","O","NZ",17560,"684a","ct_9",1824,"33"
26091,"tr_6","CDI","C","O","HZ",19015,"451a","ct_9",1840,"33"
26097,"tr_5","CDI","C","O","PZ",33277,"341a","ct_9",1820,"33"
26101,"tr_6","CDI","C","O","CF",36906,"487a","ct_9",1836,"33"
26106,"tr_2","TOA","C","O","NZ",9159,"691d","ct_9",885,"33"
26108,"tr_6","CDI","C","O","HZ",21388,"451a","ct_9",1829,"33"
26109,"tr_2","CDI","C","O","GZ",31009,"462e","ct_9",1570,"92"
26113,"tr_2","CDI","C","O","GZ",7232,"487a","ct_9",627,"33"
26114,"tr_6","CDI","C","O","NZ",17699,"534a","ct_9",1902,"33"
26120,"tr_2","CDI","C","O","GZ",31603,"388b","ct_9",1642,"33"
26127,"tr_5","CDI","C","O","NZ",20001,"534a","ct_9",2025,"33"
26128,"tr_4","CDI","C","O","EZ",22744,"628e","ct_9",1648,"33"
26132,"tr_2","APP","C","A","NZ",6891,"555a","ct_9",920,"33"
26140,"tr_1","CDI","C","O","PZ",39257,"478a","ct_8",1820,"33"
26141,"tr_5","CDI","C","O","KZ",27757,"545c","ct_8",1922,"33"
26144,"tr_4","CDI","C","O","QB",24733,"431f","ct_8",1840,"33"
26146,"tr_5","CDI","C","O","NZ",5897,"543g","ct_9",1040,"33"
26151,"tr_4","CDI","C","O","FZ",30479,"481b","ct_9",1761,"33"
26152,"tr_3","CDI","P","O","QB",11055,"344b","ct_8",298,"33"
26159,"tr_1","CDI","N","O","QB",7624,"563a","ct_7",2186,"33"
26167,"tr_2","CDI","C","O","MA",37359,"386b","ct_9",1771,"33"
26178,"tr_6","AUT","C","O","OZ",22544,"524c","ct_2",1820,"33"
26182,"tr_3","CDI","C","O","QB",25167,"434d","ct_8",1820,"33"
26188,"tr_2","CDI","C","O","IZ",10236,"561d","ct_9",1186,"33"
26193,"tr_1","CDI","P","O","QB",48869,"434a","ct_8",2002,"33"
26196,"tr_4","CDI","C","O","QB",20818,"526d","ct_8",1810,"33"
26201,"tr_2","CDI","C","O","GZ",13665,"477b","ct_9",1547,"33"
26202,"tr_6","AUT","C","O","OZ",26507,"533a","ct_2",1820,"91"
26206,"tr_1","TTP","C","O","NZ",13188,"637a","ct_9",1201,"33"
26207,"tr_1","CDI","N","O","QB",11771,"563b","ct_7",904,"33"
26214,"tr_5","CDI","C","O","QA",18780,"525d","ct_9",1820,"33"
26236,"tr_6","CDI","C","O","DZ",61714,"485a","ct_9",1820,"33"
26247,"tr_5","CDI","C","O","HZ",22190,"487b","ct_9",2046,"33"
26248,"tr_1","CDD","C","O","PZ",16107,"423b","ct_9",1421,"33"
26251,"tr_4","CDI","C","O","GZ",17879,"653a","ct_9",1784,"33"
26258,"tr_6","CDI","C","O","OZ",27088,"545d","ct_8",1820,"33"
26259,"tr_6","AUT","C","O","QA",48770,"344a","ct_3",3000,"33"
26263,"tr_6","CDI","C","O","NZ",13642,"534a","ct_9",1667,"33"
26264,"tr_6","CDI","C","O","QA",21708,"525d","ct_9",1864,"33"
26266,"tr_3","CDI","P","O","NZ",9245,"684a","ct_9",1129,"33"
26267,"tr_5","CDI","C","O","GZ",32161,"477a","ct_9",1718,"94"
26275,"tr_6","CDI","C","O","QA",24225,"526a","ct_8",1763,"33"
26277,"tr_6","CDI","C","O","HZ",15947,"546d","ct_9",1304,""
26278,"tr_1","CDI","C","O","GZ",46552,"463c","ct_9",1820,"33"
26281,"tr_6","CDI","C","O","CL",37769,"626b","ct_9",1926,"33"
26286,"tr_1","CDI","C","O","GZ",14399,"554a","ct_9",919,"33"
26290,"tr_3","AUT","C","O","QB",16445,"524c","ct_2",1820,"33"
26295,"tr_1","CDI","P","O","QB",9084,"563c","ct_9",849,"33"
26300,"tr_4","CDI","C","O","NZ",17882,"534a","ct_9",1683,"33"
26301,"tr_3","CDI","C","O","PZ",32844,"341a","ct_8",1855,"33"
26305,"tr_6","CDD","C","O","OZ",25182,"333e","ct_1",1820,"13"
26308,"tr_6","CDI","C","O","KZ",34238,"467a","ct_9",1820,"33"
26311,"tr_2","CDI","C","O","GZ",39471,"543f","ct_9",1820,"33"
26316,"tr_4","CDI","P","O","NZ",3833,"684a","ct_9",476,"33"
26317,"tr_3","CDI","C","O","QB",39474,"434a","ct_8",1638,"33"
26321,"tr_1","CDI","C","O","QA",13784,"526e","ct_9",1322,"33"
26327,"tr_4","CDI","C","O","QB",48600,"526a","ct_8",3000,"33"
26331,"tr_1","CDI","C","O","RZ",11017,"424a","ct_9",1041,"33"
26338,"tr_0","CDI","C","O","QB",24409,"434d","ct_8",1820,"33"
26339,"tr_6","AUT","C","O","PZ",3250,"531c","ct_1",303,"47"
26340,"tr_2","TTP","C","O","NZ",1944,"487a","ct_9",198,"33"
26346,"tr_6","CDI","C","O","CI",38865,"473b","ct_9",1827,"33"
26347,"tr_2","CDI","N","O","MC",39551,"463d","ct_9",1694,"45"
26352,"tr_2","CDI","P","O","GZ",21292,"551a","ct_9",1675,"33"
26355,"tr_1","AUT","C","O","PZ",20604,"421b","ct_2",1820,"33"
26357,"tr_3","CDI","C","O","GZ",3717,"682a","ct_9",381,"33"
26367,"tr_4","CDI","C","O","PZ",23496,"422a","ct_1",1820,"33"
26375,"tr_1","TTP","N","O","NZ",6723,"676a","ct_9",817,"33"
26388,"tr_5","CDI","C","O","HZ",13609,"643a","ct_9",1557,"33"
26389,"tr_6","CDI","C","O","HZ",6235,"641b","ct_9",459,"33"
26391,"tr_1","CDI","C","O","FZ",18997,"671c","ct_9",1634,"33"
26392,"tr_3","CDI","P","O","IZ",1502,"561b","ct_9",166,"33"
26402,"tr_4","CDI","C","O","FZ",26732,"621a","ct_9",1679,"33"
26412,"tr_6","CDI","C","O","KZ",50043,"372a","ct_9",1820,"33"
26421,"tr_4","CDI","C","O","CI",22226,"473c","ct_9",1982,"33"
26437,"tr_5","CDI","C","O","PZ",18544,"422e","ct_8",1805,"33"
26440,"tr_4","CDI","C","O","LZ",18005,"543g","ct_9",1823,"33"
26447,"tr_6","CDI","C","O","GZ",20053,"552a","ct_9",1918,"33"
26451,"tr_6","CDI","C","O","NZ",16979,"534a","ct_9",1942,"33"
26456,"tr_6","CDI","C","O","HZ",23531,"546d","ct_9",1225,"93"
26459,"tr_2","CDI","C","O","GZ",29395,"372b","ct_9",1654,"33"
26465,"tr_5","CDI","C","O","GZ",19186,"641a","ct_9",1666,"33"
26477,"tr_3","CDI","C","O","NZ",26411,"534a","ct_9",2361,"31"
26479,"tr_4","CDI","C","O","RZ",12663,"564b","ct_9",1030,"33"
26481,"tr_2","CDI","P","O","MA",28596,"543h","ct_8",1761,"33"
26485,"tr_1","CDI","C","O","PZ",16029,"423a","ct_6",1484,"33"
26487,"tr_4","CDI","C","O","QA",9574,"526a","ct_9",798,"33"
26494,"tr_6","CDI","C","O","HZ",2270,"643a","ct_9",326,"93"
26496,"tr_5","CDI","C","O","EZ",29944,"477d","ct_9",1768,"33"
26499,"tr_5","CDI","C","O","FZ",11728,"621b","ct_9",1124,"33"
26505,"tr_4","CDI","C","O","GZ",23564,"462b","ct_9",1969,"33"
26513,"tr_4","CDI","C","O","GZ",34737,"674c","ct_9",1621,"33"
26518,"tr_6","CDI","C","O","QB",19488,"526a","ct_8",1594,"33"
26522,"tr_6","CDI","P","O","QA",20684,"526c","ct_8",1489,"33"
26525,"tr_4","CDI","C","O","NZ",15480,"534a","ct_9",1640,"33"
26526,"tr_6","CDI","C","O","CI",50292,"383a","ct_9",1820,"33"
26528,"tr_1","CDI","C","O","GZ",18463,"462b","ct_9",1820,"33"
26529,"tr_3","CDI","C","O","JA",50429,"374d","ct_9",1820,"91"
26531,"tr_1","CDI","N","O","QB",7668,"563a","ct_7",1805,"33"
26532,"tr_1","CDI","P","O","GZ",1990,"554f","ct_9",142,"33"
26541,"tr_2","CDI","C","O","IZ",8852,"561e","ct_9",984,"33"
26542,"tr_5","CDI","C","O","GZ",17157,"484a","ct_9",454,"33"
26552,"tr_4","CDI","P","O","PZ",12729,"422a","ct_1",828,"33"
26559,"tr_1","CDI","C","O","KZ",22078,"467a","ct_9",1820,"33"
26561,"tr_1","CDI","N","O","QB",7726,"563a","ct_7",1625,"33"
26563,"tr_1","APP","C","A","FZ",1616,"681a","ct_9",427,"33"
26568,"tr_3","CDI","C","O","PZ",27445,"341a","ct_8",1821,"33"
26571,"tr_0","CDI","C","O","CC",9692,"476a","ct_9",393,"33"
26572,"tr_4","CDI","C","O","SZ",54393,"371a","ct_4",1820,"33"
26575,"tr_4","CDI","C","O","QB",22917,"526a","ct_8",1830,"33"
26580,"tr_4","CDI","C","O","MA",52241,"382a","ct_9",1904,"33"
26587,"tr_1","AUT","P","X","QB",9476,"564b","ct_8",1120,"33"
26588,"tr_0","CDD","C","O","GZ",18812,"554b","ct_9",708,"11"
26592,"tr_4","CDI","C","O","HZ",20098,"451a","ct_9",1828,"33"
26598,"tr_3","CDI","C","O","PZ",22108,"341a","ct_8",1820,"47"
26600,"tr_3","CDI","C","O","GZ",30353,"374a","ct_9",1743,"33"
26606,"tr_4","CDI","C","O","GZ",42040,"553c","ct_9",1647,"33"
26611,"tr_2","CDI","C","O","IZ",11280,"561b","ct_9",1249,"33"
26624,"tr_2","AUT","P","X","OZ",4029,"525c","ct_2",557,"33"
26626,"tr_3","CDI","C","O","PZ",26816,"341a","ct_8",1828,"33"
26634,"tr_6","CDI","C","O","KZ",31665,"467c","ct_9",1551,"92"
26635,"tr_6","CDI","C","O","CK",80925,"372f","ct_9",1820,"33"
26637,"tr_6","CDI","C","O","JB",27491,"478d","ct_9",1702,"33"
26644,"tr_0","CDI","N","O","QB",5980,"563a","ct_7",1405,"33"
26646,"tr_5","CDI","C","O","OZ",22032,"524c","ct_2",1820,"33"
26654,"tr_1","CDI","C","O","GZ",20481,"433d","ct_9",1797,"17"
26656,"tr_4","CDI","C","O","QB",10707,"525d","ct_8",1318,"33"
26665,"tr_3","CDI","C","O","PZ",52550,"341b","ct_9",1820,"33"
26668,"tr_1","CDI","C","O","IZ",17029,"543f","ct_9",1302,"33"
26671,"tr_5","CDI","C","O","PZ",19881,"422e","ct_8",1805,"33"
26673,"tr_1","CDI","C","O","PZ",17865,"423a","ct_6",1484,"33"
26674,"tr_2","CDI","C","O","KZ",4183,"545b","ct_9",359,"33"
26682,"tr_3","CDI","P","O","IZ",10217,"554a","ct_9",849,"33"
26683,"tr_0","CDD","C","O","RZ",2465,"435b","ct_8",304,"33"
26686,"tr_6","APP","C","A","NZ",18179,"684a","ct_9",1834,"31"
26695,"tr_4","CDI","C","O","MA",23765,"461d","ct_9",1736,"33"
26707,"tr_0","CDI","C","O","GZ",4446,"551a","ct_9",371,"33"
26709,"tr_1","CDI","N","O","QB",17716,"563a","ct_7",3000,"33"
26711,"tr_2","CDI","C","O","GZ",14518,"543f","ct_9",1261,"33"
26718,"tr_4","AUT","C","O","PZ",38223,"341a","ct_1",1820,"33"
26720,"tr_3","CDI","C","O","QB",22163,"421b","ct_8",1214,"33"
26722,"tr_3","CDI","C","O","MB",42659,"374a","ct_9",1470,"33"
26725,"tr_5","CDI","C","O","QA",29714,"431f","ct_9",1931,"33"
26728,"tr_2","CDI","C","O","MA",23371,"478a","ct_9",1933,"33"
26740,"tr_3","CDI","C","O","RZ",15952,"564b","ct_9",1091,"33"
26741,"tr_6","CDI","C","O","CL",33940,"477b","ct_9",1715,"33"
26744,"tr_6","CDI","P","O","MA",61331,"463d","ct_9",1517,"92"
26747,"tr_1","CDI","C","O","GZ",18304,"627c","ct_9",1624,"33"
26752,"tr_4","CDI","P","O","PZ",9215,"422e","ct_8",962,"33"
26755,"tr_0","CDD","N","O","JA",2245,"465b","ct_8",450,"33"
26757,"tr_3","CDI","P","O","GZ",19259,"433d","ct_9",1032,"33"
26758,"tr_4","CDI","C","O","QA",11640,"526e","ct_9",983,"33"
26760,"tr_3","CDI","C","O","RZ",40558,"543g","ct_9",1666,"33"
26761,"tr_6","CDI","C","O","QB",19420,"563b","ct_8",1765,"33"
26773,"tr_4","CDI","C","O","QB",45628,"434a","ct_8",1820,"33"
26774,"tr_1","CDI","C","O","GZ",4572,"551a","ct_9",474,"33"
26779,"tr_4","CDD","C","O","QB",15514,"563b","ct_2",1538,"33"
26783,"tr_4","CDI","C","O","HZ",8025,"643a","ct_9",741,"33"
26792,"tr_6","CDI","C","O","CG",57553,"372c","ct_9",1820,"16"
26794,"tr_6","CDI","C","O","QA",36509,"431a","ct_3",1819,"33"
26800,"tr_4","CDI","C","O","PZ",20663,"422c","ct_1",1820,"33"
26804,"tr_3","CDD","C","O","MB",20472,"484a","ct_9",1435,"33"
26806,"tr_2","CDI","C","O","FZ",18704,"472a","ct_9",1820,"33"
26807,"tr_3","AUT","C","O","OZ",42864,"332a","ct_1",1820,"33"
26808,"tr_5","CDI","C","O","HZ",21841,"643a","ct_9",1820,"33"
26814,"tr_5","CDI","C","O","GZ",29725,"551a","ct_9",1939,"33"
26817,"tr_2","CDI","C","O","KZ",52199,"376e","ct_9",1820,"33"
26818,"tr_5","CDI","P","O","QA",52379,"344a","ct_8",1569,"33"
26819,"tr_2","CDI","C","O","GZ",21306,"463b","ct_9",1407,"33"
26822,"tr_1","CDI","C","O","KZ",29491,"467a","ct_9",1809,"33"
26825,"tr_1","CDI","C","O","KZ",24293,"375b","ct_9",1585,"33"
26829,"tr_2","AUT","P","X","RZ",6094,"542a","ct_8",767,"33"
26836,"tr_1","CDI","C","O","GZ",12523,"554f","ct_9",1375,"33"
26837,"tr_3","CDI","C","O","CM",27542,"479b","ct_9",1944,"33"
26845,"tr_6","CDI","C","O","QA",27345,"526a","ct_8",1813,"33"
26851,"tr_2","CDI","C","O","NZ",16850,"375b","ct_9",1151,"33"
26857,"tr_6","CDI","C","O","QB",18650,"621f","ct_2",1815,"33"
26859,"tr_0","CDI","C","O","NZ",2741,"684a","ct_9",369,"33"
26866,"tr_1","CDI","N","O","TZ",22572,"563c","ct_7",1489,"33"
26869,"tr_5","CDI","P","O","PZ",19612,"423b","ct_8",1345,"33"
26879,"tr_0","CDD","C","O","SZ",19532,"434c","ct_8",1485,"33"
26880,"tr_1","CDI","C","O","GZ",24314,"433b","ct_9",1779,"33"
26888,"tr_5","CDI","C","O","QA",18261,"461d","ct_8",1733,"33"
26898,"tr_1","CDI","N","O","QB",17668,"563a","ct_7",3000,"33"
26902,"tr_5","CDI","C","O","GZ",21006,"653a","ct_9",2184,"33"
26903,"tr_4","CDI","C","O","PZ",23211,"422a","ct_1",1820,"33"
26905,"tr_2","AUT","C","X","RZ",6295,"424a","ct_8",740,"33"
26908,"tr_6","CDI","C","O","HZ",19301,"641b","ct_9",959,"33"
26911,"tr_3","CDI","C","O","GZ",21014,"643a","ct_9",2065,"33"
26922,"tr_1","CDI","C","O","KZ",41997,"461b","ct_9",1820,"33"
26923,"tr_3","CDI","C","O","HZ",18273,"643a","ct_9",1738,"33"
26927,"tr_5","CDI","C","O","KZ",37728,"676c","ct_5",1792,"33"
26928,"tr_1","CDI","C","O","LZ",11376,"543f","ct_9",861,"33"
26929,"tr_4","CDI","C","O","GZ",11569,"552a","ct_9",696,"33"
26931,"tr_0","CDI","N","O","QB",29387,"563a","ct_7",3000,"33"
26933,"tr_1","CDI","N","O","QB",5150,"563b","ct_7",354,"33"
26936,"tr_5","CDI","C","O","JA",53390,"352a","ct_9",1892,"92"
26948,"tr_3","CDI","C","O","NZ",19447,"634a","ct_9",2026,"33"
26966,"tr_4","CDI","P","O","QB",3320,"434b","ct_9",425,"33"
26972,"tr_1","CDI","C","O","IZ",15423,"636d","ct_9",1514,"33"
26973,"tr_0","CDI","C","O","FZ",5379,"681a","ct_9",738,"33"
26975,"tr_5","CDI","C","O","GZ",36180,"462e","ct_9",1901,"33"
26977,"tr_5","APP","C","A","GZ",10705,"634c","ct_9",1491,"33"
26983,"tr_2","TTP","C","O","NZ",14466,"674a","ct_9",868,"33"
26987,"tr_6","CDI","C","O","MB",55063,"342g","ct_5",2080,"33"
26994,"tr_4","CDI","C","O","GZ",19137,"676e","ct_9",1768,"33"
27008,"tr_4","CDI","C","O","QB",21680,"526d","ct_9",1789,"33"
27013,"tr_5","CDI","C","O","GZ",23899,"641a","ct_9",1842,"33"
27016,"tr_2","CDI","C","O","HZ",42910,"333c","ct_9",1820,"33"
27023,"tr_6","CDI","C","O","QA",30811,"332b","ct_3",1820,"33"
27039,"tr_5","CDI","C","O","HZ",19609,"641a","ct_9",1820,"33"
27042,"tr_6","CDI","P","O","GZ",48675,"463d","ct_9",1754,"94"
27045,"tr_6","CDI","C","O","HZ",31939,"333c","ct_9",1820,"33"
27046,"tr_1","CDI","P","O","CA",10720,"554b","ct_9",1210,"33"
27048,"tr_2","CDI","C","O","IZ",10539,"488a","ct_9",641,"33"
27049,"tr_2","CDI","C","O","GZ",50706,"388a","ct_9",2103,"33"
27061,"tr_1","CDD","P","O","IZ",3075,"561c","ct_9",320,"35"
27062,"tr_6","CDI","C","O","HZ",29304,"641a","ct_9",2200,"71"
27063,"tr_5","CDI","C","O","NZ",25308,"472a","ct_9",1505,"33"
27065,"tr_3","CDI","C","O","FZ",27170,"481b","ct_9",1636,"33"
27066,"tr_3","CDI","C","O","IZ",15701,"525d","ct_9",1510,"33"
27069,"tr_3","CDI","N","O","KZ",63498,"372e","ct_9",1818,"94"
27075,"tr_6","CDI","C","O","PZ",38065,"422c","ct_1",2076,"33"
27076,"tr_2","CDI","P","O","GZ",21591,"684a","ct_9",1832,"33"
27079,"tr_1","CDI","P","O","NZ",10138,"684a","ct_9",1306,"33"
27080,"tr_6","CDI","C","O","OZ",41684,"388a","ct_1",1820,"33"
27081,"tr_1","CDI","C","O","MA",14025,"472a","ct_9",1564,"33"
27089,"tr_1","CDI","C","O","GZ",12997,"551a","ct_9",1502,"33"
27091,"tr_5","CDI","C","O","KZ",28159,"467b","ct_9",1714,"33"
27095,"tr_4","CDD","C","O","PZ",22940,"422a","ct_1",1821,"33"
27101,"tr_4","CDI","C","O","PZ",25610,"341a","ct_8",1820,"33"
27102,"tr_6","CDI","C","O","CI",56141,"383a","ct_9",1820,"33"
27112,"tr_2","CDI","C","O","FZ",23350,"542a","ct_9",1662,"33"
27116,"tr_4","CDI","C","O","PZ",27141,"341a","ct_8",1820,"33"
27119,"tr_6","CDI","C","O","CE",28651,"477d","ct_9",1802,"33"
27125,"tr_5","CDI","C","O","HZ",23278,"641b","ct_9",1754,"33"
27139,"tr_6","CDI","C","O","JA",29439,"373b","ct_9",1820,"33"
27146,"tr_4","CDI","C","O","GZ",47495,"462e","ct_9",1262,"33"
27151,"tr_5","CDI","C","O","LZ",25181,"541b","ct_9",1820,"33"
27156,"tr_4","CDI","C","O","RZ",10338,"462e","ct_8",843,"33"
27158,"tr_2","CDI","P","O","FZ",4839,"681a","ct_9",720,"33"
27159,"tr_2","CDI","C","O","IZ",11850,"461b","ct_8",534,"33"
27162,"tr_4","CDI","P","O","GZ",17534,"552a","ct_9",1657,"33"
27174,"tr_2","AUT","C","O","OZ",18173,"523b","ct_1",1820,"33"
27183,"tr_0","CDI","C","O","FZ",13010,"632c","ct_6",1162,"33"
27186,"tr_4","CDI","C","X","HZ",9719,"654b","ct_9",854,"57"
27196,"tr_4","CDI","C","O","QA",31172,"431f","ct_9",1856,"33"
27201,"tr_3","CDI","P","O","QB",13810,"563b","ct_8",1315,"33"
27203,"tr_1","CDI","C","O","IZ",9818,"636d","ct_9",900,"33"
27204,"tr_3","CDI","C","O","SZ",11287,"563b","ct_8",1271,"33"
27210,"tr_1","CDI","P","O","GZ",15640,"526b","ct_9",1232,"33"
27213,"tr_1","CDI","N","O","QB",18299,"563a","ct_7",3000,"33"
27217,"tr_4","CDD","P","O","OZ",4674,"524c","ct_2",481,"33"
27220,"tr_3","CDI","C","O","FZ",35415,"462e","ct_9",1446,"33"
27221,"tr_3","CDI","P","O","HZ",7121,"634a","ct_9",616,"33"
27223,"tr_6","CDI","P","O","GZ",12720,"552a","ct_9",1045,"33"
27229,"tr_3","CDI","C","O","GZ",18149,"551a","ct_9",1863,"33"
27230,"tr_1","CDI","C","O","NZ",3091,"681b","ct_9",439,"33"
27246,"tr_0","CDI","C","O","SZ",7412,"542a","ct_9",399,"33"
27251,"tr_1","TOA","C","O","IZ",14864,"636d","ct_9",988,"73"
27258,"tr_1","CDI","C","O","SZ",13710,"553c","ct_9",1480,"33"
27262,"tr_6","CDI","P","O","NZ",4866,"684a","ct_9",666,"33"
27267,"tr_5","CDI","C","O","FZ",25708,"671c","ct_9",1738,"33"
27270,"tr_6","CDI","C","O","CE",27911,"625c","ct_9",1842,"33"
27272,"tr_6","CDI","C","O","GZ",24185,"543f","ct_9",1890,"76"
27273,"tr_2","CDI","C","O","KZ",47151,"376c","ct_9",1820,"33"
27276,"tr_4","CDI","C","O","QB",48252,"373d","ct_8",1838,"24"
27278,"tr_3","CDI","C","O","QA",17116,"542a","ct_9",1777,"33"
27280,"tr_0","TTP","C","O","NZ",4598,"684a","ct_9",468,"33"
27293,"tr_0","APP","C","A","FZ",10037,"632f","ct_6",1214,"33"
27294,"tr_4","CDI","C","O","FZ",33269,"543b","ct_9",1820,"33"
27298,"tr_6","AUT","C","X","MB",4925,"342d","ct_5",805,"92"
27303,"tr_3","CDI","P","O","MB",40297,"386c","ct_9",1247,"33"
27317,"tr_4","CDI","C","O","QB",23593,"526a","ct_9",1710,"33"
27332,"tr_1","CDI","C","O","AZ",15407,"692a","ct_9",1757,"33"
27342,"tr_5","CDI","P","O","GZ",1637,"676c","ct_9",226,"33"
27344,"tr_5","CDI","C","O","HZ",53705,"375b","ct_9",1782,"33"
27354,"tr_5","CDI","P","O","NZ",6310,"534a","ct_9",1275,"33"
27359,"tr_5","CDI","C","O","FZ",25075,"472c","ct_9",1936,"33"
27374,"tr_3","CDI","C","O","JA",39633,"465a","ct_9",1775,"33"
27377,"tr_5","CDI","C","O","FZ",23458,"477b","ct_9",1652,"33"
27383,"tr_1","CDD","C","O","AZ",9896,"692a","ct_6",455,"33"
27391,"tr_6","CDI","C","O","GZ",21030,"534a","ct_9",1824,"33"
27401,"tr_0","CDI","N","O","TZ",5316,"563a","ct_7",723,"33"
27406,"tr_5","CDI","C","O","GZ",26624,"625a","ct_9",1885,"33"
27408,"tr_1","CDI","C","O","IZ",7203,"561d","ct_9",746,"33"
27411,"tr_3","CDI","C","O","QA",22877,"433a","ct_9",1750,"33"
27415,"tr_3","CDI","C","O","SZ",27899,"372e","ct_8",704,"33"
27418,"tr_0","CDI","C","O","QB",24228,"525d","ct_9",1856,"33"
27421,"tr_2","CDI","C","O","HZ",22201,"641a","ct_9",2200,"33"
27434,"tr_3","CDD","C","O","MA",9715,"676a","ct_9",893,"33"
27437,"tr_1","TTP","N","O","NZ",24292,"632e","ct_9",1892,"33"
27439,"tr_0","CDI","C","O","CC",19904,"477a","ct_9",900,"33"
27442,"tr_0","TTP","C","O","NZ",5115,"552a","ct_9",701,"33"
27445,"tr_4","CDI","C","O","NZ",21060,"461b","ct_8",1579,"33"
27450,"tr_6","CDI","C","O","RZ",30764,"423b","ct_2",1820,"33"
27464,"tr_3","CDI","C","O","QB",19695,"526a","ct_9",1633,"33"
27468,"tr_5","CDI","C","O","SZ",23523,"633b","ct_9",1696,"33"
27471,"tr_1","CDI","C","O","NZ",14031,"641a","ct_9",1525,"33"
27472,"tr_3","CDI","P","O","HZ",4786,"642b","ct_9",588,"40"
27478,"tr_1","TOA","C","O","CA",4605,"674c","ct_9",450,"33"
27480,"tr_1","CDI","C","O","KZ",14072,"423b","ct_9",1533,"33"
27485,"tr_3","CDI","C","O","QB",14630,"525d","ct_8",1820,"33"
27500,"tr_3","CDI","P","O","DZ",12000,"555a","ct_9",1170,"33"
27504,"tr_1","TTP","N","O","NZ",10106,"632a","ct_9",818,"33"
27514,"tr_1","CDI","C","O","LZ",24108,"463e","ct_9",1820,"33"
27518,"tr_4","CDI","C","O","QB",23141,"488a","ct_8",1820,"33"
27521,"tr_3","TOA","C","O","IZ",1809,"561c","ct_9",196,"33"
27535,"tr_6","CDI","C","O","KZ",31191,"543b","ct_9",1680,"33"
27547,"tr_0","TTP","C","O","NZ",8075,"632g","ct_9",761,"33"
27550,"tr_3","CDI","C","O","CM",27096,"433a","ct_9",1630,"33"
27555,"tr_1","CDI","C","O","GZ",28816,"641a","ct_9",1697,"33"
27557,"tr_4","CDI","C","O","MA",28098,"543g","ct_9",1733,"33"
27559,"tr_2","CDI","C","O","SZ",19143,"478c","ct_9",1596,"33"
27578,"tr_5","APP","C","A","JC",6589,"463a","ct_9",686,"33"
27583,"tr_1","CDI","C","O","KZ",29329,"467c","ct_9",1379,"33"
27593,"tr_4","CDI","C","O","PZ",29709,"341a","ct_8",1365,"33"
27599,"tr_5","CDI","C","O","QA",20090,"526a","ct_8",985,"33"
27600,"tr_4","CDI","C","O","CL",53691,"384a","ct_9",2021,"33"
27606,"tr_1","APP","C","A","FZ",8911,"632j","ct_9",1450,"33"
27614,"tr_6","CDI","P","O","QA",15856,"526a","ct_9",924,"33"
27625,"tr_3","CDI","C","O","RZ",23209,"542a","ct_9",1090,"33"
27626,"tr_6","CDI","C","O","GZ",35388,"372d","ct_9",1820,"75"
27627,"tr_5","CDI","C","O","GZ",17031,"543f","ct_9",1870,"33"
27628,"tr_5","CDI","C","O","QA",20115,"526a","ct_9",1918,"33"
27634,"tr_4","CDI","P","O","QB",21918,"431f","ct_8",1142,"33"
27635,"tr_6","CDI","C","O","HZ",19700,"451a","ct_9",1840,"33"
27640,"tr_6","CDD","C","O","OZ",21315,"434d","ct_2",1820,"33"
27644,"tr_6","CDI","C","O","MB",24624,"534a","ct_5",2064,"33"
27655,"tr_6","CDI","C","O","NZ",11239,"534a","ct_9",1279,"33"
27662,"tr_2","CDI","C","O","FZ",15999,"632a","ct_9",1725,"82"
27666,"tr_6","CDI","C","O","DZ",47643,"387e","ct_9",1764,"33"
27670,"tr_2","CDI","C","O","NZ",32285,"543b","ct_9",2190,"33"
27673,"tr_2","CDI","P","O","PZ",11211,"421b","ct_8",607,"33"
27682,"tr_6","CDD","P","O","OZ",3674,"524c","ct_2",384,"33"
27684,"tr_1","CDI","C","O","CA",17808,"554a","ct_9",1432,"33"
27685,"tr_3","CDI","C","O","GZ",20264,"634a","ct_9",1930,"60"
27701,"tr_1","TTP","C","O","NZ",5174,"691d","ct_9",418,"32"
27705,"tr_5","CDI","C","O","GZ",6308,"636b","ct_9",703,"33"
27719,"tr_3","CDI","P","O","MB",17230,"475b","ct_9",1585,"33"
27721,"tr_1","TTP","C","O","NZ",3750,"652a","ct_9",299,"33"
27728,"tr_5","CDI","C","O","FZ",18003,"481a","ct_9",1580,"33"
27732,"tr_4","CDI","P","O","OZ",25251,"461f","ct_1",1456,"33"
27733,"tr_2","CDI","P","O","MA",17225,"541d","ct_9",1400,"33"
27750,"tr_4","CDI","C","O","GZ",31470,"462b","ct_9",1617,"33"
27752,"tr_2","CDI","C","O","FZ",35560,"633a","ct_9",1669,"33"
27756,"tr_6","CDI","C","O","JA",51733,"373b","ct_9",1820,"33"
27760,"tr_1","CDI","C","O","RZ",20914,"461c","ct_8",1189,"33"
27763,"tr_1","CDI","C","O","HZ",5432,"642a","ct_9",610,"33"
