"PERSON_ID","Emp_contract"
15215,"TEMP|1|6"
15224,"TEMP|1|6"
15233,"TEMP|1|6"
15235,"TEMP|2|2"
15239,"TEMP|2|1"
15241,"TEMP|2|2"
15251,"TEMP|1|6"
15255,"TEMP|1|6"
15258,"TEMP|1|6"
15264,"TEMP|1|6"
15267,"TEMP|1|5"
15273,"TEMP|1|6"
15280,"TEMP|2|1"
15282,"TEMP|1|6"
15283,"TEMP|1|6"
15288,"TEMP|1|6"
15290,"TEMP|1|6"
15295,"TEMP|2|2"
15296,"TEMP|1|5"
15300,"TEMP|1|6"
15309,"TEMP|1|1"
15312,"TEMP|1|6"
15313,"TEMP|1|5"
15316,"TEMP|1|6"
15321,"TEMP|1|6"
15326,"TEMP|1|6"
15329,"TEMP|1|6"
15330,"TEMP|1|6"
15335,"TEMP|2|2"
15343,"TEMP|1|6"
15346,"TEMP|1|6"
15352,"TEMP|1|6"
15354,"TEMP|1|6"
15355,"TEMP|1|6"
15357,"TEMP|1|6"
15360,"TEMP|1|6"
15363,"TEMP|1|6"
15366,"TEMP|1|6"
15372,"TEMP|2|2"
15374,"TEMP|1|6"
15375,"TEMP|1|6"
15378,"TEMP|1|6"
15392,"TEMP|1|1"
15393,"TEMP|2|2"
15398,"TEMP|1|6"
15399,"TEMP|1|6"
15405,"TEMP|1|6"
15411,"TEMP|1|6"
15418,"TEMP|1|6"
15421,"TEMP|1|6"
15426,"TEMP|1|6"
15430,"TEMP|1|6"
15436,"TEMP|1|6"
15437,"TEMP|1|6"
15445,"TEMP|1|6"
15450,"TEMP|1|6"
15455,"TEMP|1|6"
15465,"TEMP|1|6"
15472,"TEMP|1|6"
15486,"TEMP|1|6"
15487,"TEMP|1|6"
15494,"TEMP|1|6"
15499,"TEMP|1|6"
15500,"TEMP|1|1"
15515,"TEMP|1|6"
15516,"TEMP|1|6"
15517,"TEMP|1|2"
15523,"TEMP|1|6"
15525,"TEMP|1|6"
15526,"TEMP|1|5"
15545,"TEMP|1|6"
15547,"TEMP|1|6"
15551,"TEMP|1|5"
15556,"TEMP|1|6"
15557,"TEMP|1|2"
15560,"TEMP|1|5"
15562,"TEMP|2|1"
15582,"TEMP|1|6"
15598,"TEMP|1|6"
15602,"TEMP|1|6"
15609,"TEMP|1|6"
15610,"TEMP|1|6"
15614,"TEMP|2|1"
15615,"TEMP|1|1"
15617,"TEMP|1|1"
15621,"TEMP|1|6"
15627,"TEMP|1|6"
15634,"TEMP|1|6"
15635,"TEMP|1|5"
15641,"TEMP|1|6"
15644,"TEMP|1|6"
15649,"TEMP|1|6"
15651,"TEMP|2|2"
15653,"TEMP|1|6"
15654,"TEMP|1|6"
15656,"TEMP|1|5"
15672,"TEMP|1|6"
15683,"TEMP|1|6"
15691,"TEMP|1|6"
15698,"TEMP|2|2"
15699,"TEMP|1|5"
15702,"TEMP|1|6"
15705,"TEMP|2|1"
15709,"TEMP|2|1"
15713,"TEMP|1|6"
15717,"TEMP|1|6"
15720,"TEMP|1|6"
15724,"TEMP|1|6"
15735,"TEMP|1|6"
15743,"TEMP|2|1"
15747,"TEMP|1|6"
15748,"TEMP|1|6"
15760,"TEMP|2|1"
15762,"TEMP|2|2"
15770,"TEMP|1|6"
15772,"TEMP|1|6"
15779,"TEMP|1|6"
15780,"TEMP|1|6"
15782,"TEMP|1|6"
15783,"TEMP|1|6"
15784,"TEMP|2|2"
15787,"TEMP|1|6"
15794,"TEMP|1|6"
15804,"TEMP|1|6"
15806,"TEMP|2|1"
15812,"TEMP|1|2"
15828,"TEMP|1|6"
15829,"TEMP|1|6"
15833,"TEMP|1|6"
15835,"TEMP|1|6"
15837,"TEMP|1|5"
15843,"TEMP|1|6"
15844,"TEMP|1|6"
15845,"TEMP|1|5"
15856,"TEMP|1|6"
15860,"TEMP|1|6"
15863,"TEMP|1|6"
15866,"TEMP|1|6"
15873,"TEMP|1|6"
15878,"TEMP|1|5"
15881,"TEMP|2|2"
15888,"TEMP|1|6"
15889,"TEMP|1|6"
15891,"TEMP|2|1"
15903,"TEMP|2|2"
15906,"TEMP|2|2"
15908,"TEMP|1|6"
15910,"TEMP|1|6"
15912,"TEMP|1|5"
15921,"TEMP|1|5"
15925,"TEMP|1|5"
15927,"TEMP|2|2"
15928,"TEMP|1|6"
15934,"TEMP|1|6"
15935,"TEMP|1|6"
15936,"TEMP|1|6"
15937,"TEMP|1|2"
15940,"TEMP|1|6"
15944,"TEMP|1|6"
15949,"TEMP|1|6"
15957,"TEMP|1|6"
15958,"TEMP|2|2"
15959,"TEMP|1|6"
15961,"TEMP|2|1"
15968,"TEMP|2|1"
15980,"TEMP|1|5"
15981,"TEMP|1|6"
15987,"TEMP|1|5"
16005,"TEMP|1|6"
16006,"TEMP|1|6"
16007,"TEMP|1|6"
16008,"TEMP|1|6"
16009,"TEMP|1|6"
16010,"TEMP|1|5"
16014,"TEMP|1|6"
16018,"TEMP|1|2"
16023,"TEMP|1|6"
16030,"TEMP|1|6"
16061,"TEMP|1|6"
16068,"TEMP|1|6"
16069,"TEMP|1|6"
16072,"TEMP|1|6"
16074,"TEMP|2|1"
16077,"TEMP|1|5"
16080,"TEMP|1|6"
16086,"TEMP|1|6"
16106,"TEMP|1|6"
16112,"TEMP|1|3"
16118,"TEMP|1|6"
16125,"TEMP|1|6"
16126,"TEMP|1|6"
16131,"TEMP|1|6"
16137,"TEMP|1|6"
16139,"TEMP|1|6"
16143,"TEMP|1|6"
16146,"TEMP|1|6"
16149,"TEMP|2|1"
16152,"TEMP|1|6"
16153,"TEMP|1|2"
16154,"TEMP|1|6"
16156,"TEMP|1|6"
16159,"TEMP|1|6"
16165,"TEMP|1|6"
16169,"TEMP|1|6"
16182,"TEMP|1|3"
16189,"TEMP|1|6"
16198,"TEMP|1|6"
16211,"TEMP|2|1"
16212,"TEMP|1|6"
16216,"TEMP|1|6"
16224,"TEMP|1|5"
16225,"TEMP|1|6"
16231,"TEMP|1|6"
16232,"TEMP|1|6"
16233,"TEMP|1|6"
16235,"TEMP|2|1"
16236,"TEMP|1|6"
16238,"TEMP|1|3"
16246,"TEMP|1|6"
16247,"TEMP|1|6"
16248,"TEMP|1|6"
16249,"TEMP|1|5"
16251,"TEMP|1|6"
16255,"TEMP|1|6"
16258,"TEMP|1|6"
16259,"TEMP|1|6"
16260,"TEMP|1|6"
16262,"TEMP|2|2"
16263,"TEMP|1|6"
16268,"TEMP|1|6"
16273,"TEMP|1|6"
16276,"TEMP|1|1"
16279,"TEMP|1|6"
16283,"TEMP|1|6"
16290,"TEMP|2|2"
16295,"TEMP|1|6"
16299,"TEMP|1|6"
16301,"TEMP|1|6"
16303,"TEMP|1|6"
16320,"TEMP|1|6"
16322,"TEMP|1|2"
16324,"TEMP|1|6"
16329,"TEMP|1|6"
16331,"TEMP|1|5"
16335,"TEMP|2|1"
16345,"TEMP|1|6"
16347,"TEMP|1|6"
16350,"TEMP|1|5"
16361,"TEMP|2|2"
16366,"TEMP|1|5"
16369,"TEMP|1|6"
16378,"TEMP|1|6"
16381,"TEMP|1|6"
16387,"TEMP|1|6"
16393,"TEMP|1|2"
16394,"TEMP|1|6"
16400,"TEMP|1|5"
16403,"TEMP|1|6"
16405,"TEMP|1|6"
16407,"TEMP|1|6"
16419,"TEMP|2|2"
16420,"TEMP|2|2"
16423,"TEMP|2|1"
16424,"TEMP|1|6"
16425,"TEMP|1|6"
16431,"TEMP|1|6"
16434,"TEMP|1|6"
16435,"TEMP|2|1"
16441,"TEMP|2|2"
16445,"TEMP|1|6"
16448,"TEMP|1|6"
16452,"TEMP|1|6"
16456,"TEMP|1|6"
16459,"TEMP|1|5"
16460,"TEMP|1|6"
16461,"TEMP|2|2"
16465,"TEMP|1|6"
16473,"TEMP|1|6"
16478,"TEMP|1|1"
16486,"TEMP|1|6"
16488,"TEMP|1|6"
16491,"TEMP|2|2"
16502,"TEMP|1|6"
16506,"TEMP|1|1"
16508,"TEMP|1|1"
16510,"TEMP|1|6"
16512,"TEMP|1|6"
16514,"TEMP|1|6"
16520,"TEMP|1|6"
16525,"TEMP|1|5"
16526,"TEMP|1|6"
16528,"TEMP|1|6"
16530,"TEMP|1|6"
16533,"TEMP|1|6"
16535,"TEMP|1|6"
16536,"TEMP|2|2"
16539,"TEMP|1|6"
16541,"TEMP|1|6"
16542,"TEMP|1|5"
16551,"TEMP|1|6"
16553,"TEMP|1|6"
16556,"TEMP|2|1"
16563,"TEMP|2|1"
16564,"TEMP|2|1"
16566,"TEMP|1|6"
16569,"TEMP|1|1"
16573,"TEMP|1|6"
16579,"TEMP|1|2"
16583,"TEMP|1|6"
16594,"TEMP|1|1"
16598,"TEMP|1|2"
16600,"TEMP|1|6"
16604,"TEMP|2|2"
16615,"TEMP|1|6"
16630,"TEMP|2|1"
16631,"TEMP|2|1"
16634,"TEMP|1|6"
16636,"TEMP|1|6"
16637,"TEMP|1|6"
16638,"TEMP|1|6"
16643,"TEMP|1|6"
16645,"TEMP|1|6"
16648,"TEMP|1|6"
16653,"TEMP|2|1"
16655,"TEMP|1|6"
16657,"TEMP|2|1"
16659,"TEMP|1|6"
16660,"TEMP|1|6"
16663,"TEMP|1|6"
16665,"TEMP|1|6"
16673,"TEMP|1|6"
16686,"TEMP|1|6"
16690,"TEMP|1|6"
16695,"TEMP|1|6"
16703,"TEMP|1|6"
16706,"TEMP|1|6"
16723,"TEMP|1|6"
16725,"TEMP|2|1"
16726,"TEMP|1|6"
16727,"TEMP|1|1"
16731,"TEMP|1|2"
16733,"TEMP|2|2"
16741,"TEMP|1|6"
16743,"TEMP|1|6"
16746,"TEMP|1|6"
16748,"TEMP|2|1"
16751,"TEMP|1|6"
16754,"TEMP|1|6"
16756,"TEMP|1|6"
16761,"TEMP|1|5"
16763,"TEMP|1|6"
16765,"TEMP|1|6"
16775,"TEMP|1|6"
16781,"TEMP|1|6"
16784,"TEMP|1|6"
16795,"TEMP|1|6"
16800,"TEMP|1|6"
16804,"TEMP|1|6"
16805,"TEMP|1|6"
16807,"TEMP|1|6"
16812,"TEMP|1|1"
16816,"TEMP|1|6"
16819,"TEMP|1|5"
16820,"TEMP|1|6"
16821,"TEMP|1|6"
16824,"TEMP|2|1"
16826,"TEMP|1|6"
16830,"TEMP|1|6"
16831,"TEMP|1|6"
16838,"TEMP|1|6"
16848,"TEMP|1|5"
16849,"TEMP|1|6"
16852,"TEMP|1|6"
16860,"TEMP|1|6"
16864,"TEMP|1|6"
16873,"TEMP|1|6"
16877,"TEMP|1|6"
16882,"TEMP|1|6"
16887,"TEMP|2|1"
16893,"TEMP|1|5"
16894,"TEMP|1|6"
16900,"TEMP|1|6"
16901,"TEMP|2|1"
16903,"TEMP|2|1"
16905,"TEMP|1|5"
16906,"TEMP|1|6"
16907,"TEMP|1|6"
16909,"TEMP|1|6"
16913,"TEMP|1|2"
16918,"TEMP|1|6"
16925,"TEMP|1|6"
16930,"TEMP|2|1"
16934,"TEMP|1|6"
16937,"TEMP|1|5"
16948,"TEMP|1|6"
16950,"TEMP|2|1"
16951,"TEMP|1|6"
16954,"TEMP|2|2"
16955,"TEMP|2|1"
16956,"TEMP|1|6"
16959,"TEMP|2|2"
16964,"TEMP|1|6"
16970,"TEMP|1|6"
16973,"TEMP|1|6"
16974,"TEMP|1|6"
16978,"TEMP|1|6"
16979,"TEMP|1|6"
16981,"TEMP|1|6"
16984,"TEMP|1|6"
16987,"TEMP|1|6"
16989,"TEMP|1|6"
16990,"TEMP|1|6"
17002,"TEMP|1|6"
17003,"TEMP|1|6"
17004,"TEMP|1|6"
17011,"TEMP|2|2"
17014,"TEMP|1|6"
17015,"TEMP|1|6"
17020,"TEMP|1|6"
17022,"TEMP|1|5"
17024,"TEMP|1|6"
17032,"TEMP|1|6"
17033,"TEMP|1|5"
17034,"TEMP|1|6"
17037,"TEMP|1|6"
17038,"TEMP|1|6"
17043,"TEMP|1|6"
17053,"TEMP|1|6"
17058,"TEMP|1|1"
17059,"TEMP|1|6"
17076,"TEMP|1|6"
17079,"TEMP|1|6"
17100,"TEMP|1|6"
17108,"TEMP|1|6"
17111,"TEMP|1|6"
17112,"TEMP|1|6"
17113,"TEMP|1|2"
17118,"TEMP|1|6"
17120,"TEMP|1|6"
17124,"TEMP|1|6"
17125,"TEMP|1|6"
17136,"TEMP|1|6"
17138,"TEMP|1|6"
17142,"TEMP|1|6"
17148,"TEMP|1|2"
17150,"TEMP|2|2"
17151,"TEMP|1|6"
17160,"TEMP|1|6"
17163,"TEMP|1|6"
17165,"TEMP|1|5"
17167,"TEMP|1|6"
17168,"TEMP|1|6"
17169,"TEMP|1|1"
17185,"TEMP|2|2"
17186,"TEMP|1|6"
17194,"TEMP|1|5"
17200,"TEMP|1|6"
17202,"TEMP|1|6"
17207,"TEMP|1|6"
17213,"TEMP|1|6"
17220,"TEMP|1|6"
17221,"TEMP|1|6"
17224,"TEMP|1|6"
17225,"TEMP|1|6"
17227,"TEMP|1|6"
17229,"TEMP|1|6"
17230,"TEMP|1|6"
17232,"TEMP|1|6"
17233,"TEMP|1|6"
17235,"TEMP|1|2"
17243,"TEMP|1|6"
17244,"TEMP|1|2"
17245,"TEMP|1|5"
17251,"TEMP|1|6"
17252,"TEMP|1|6"
17256,"TEMP|1|6"
17260,"TEMP|1|5"
17265,"TEMP|1|6"
17268,"TEMP|1|6"
17271,"TEMP|1|6"
17273,"TEMP|2|1"
17283,"TEMP|1|6"
17285,"TEMP|1|1"
17299,"TEMP|1|6"
17302,"TEMP|1|6"
17306,"TEMP|1|5"
17312,"TEMP|1|5"
17330,"TEMP|1|5"
17331,"TEMP|1|6"
17332,"TEMP|1|6"
17334,"TEMP|1|6"
17336,"TEMP|1|6"
17343,"TEMP|1|5"
17344,"TEMP|2|2"
17352,"TEMP|1|6"
17355,"TEMP|1|6"
17363,"TEMP|1|6"
17365,"TEMP|1|6"
17366,"TEMP|1|5"
17369,"TEMP|1|6"
17371,"TEMP|1|6"
17373,"TEMP|1|6"
17380,"TEMP|1|2"
17382,"TEMP|1|6"
17383,"TEMP|1|6"
17385,"TEMP|1|6"
17387,"TEMP|1|6"
17393,"TEMP|1|6"
17394,"TEMP|1|1"
17396,"TEMP|1|6"
17404,"TEMP|1|6"
17406,"TEMP|1|6"
17412,"TEMP|2|1"
17414,"TEMP|1|5"
17428,"TEMP|1|6"
17435,"TEMP|1|6"
17437,"TEMP|1|6"
17438,"TEMP|1|6"
17440,"TEMP|1|1"
17444,"TEMP|1|6"
17451,"TEMP|1|6"
17455,"TEMP|1|6"
17461,"TEMP|1|6"
17462,"TEMP|1|6"
17464,"TEMP|1|6"
17466,"TEMP|1|6"
17467,"TEMP|1|6"
17477,"TEMP|1|5"
17478,"TEMP|1|6"
17479,"TEMP|1|6"
17481,"TEMP|1|6"
17483,"TEMP|2|1"
17488,"TEMP|1|6"
17493,"TEMP|1|6"
17497,"TEMP|1|6"
17503,"TEMP|1|2"
17504,"TEMP|1|2"
17505,"TEMP|2|2"
17506,"TEMP|1|6"
17512,"TEMP|1|6"
17514,"TEMP|2|1"
17515,"TEMP|1|6"
17516,"TEMP|2|1"
17520,"TEMP|1|6"
17522,"TEMP|2|2"
17529,"TEMP|1|6"
17532,"TEMP|1|6"
17536,"TEMP|2|1"
17537,"TEMP|1|6"
17556,"TEMP|1|6"
17560,"TEMP|1|6"
17566,"TEMP|1|5"
17575,"TEMP|1|6"
17577,"TEMP|1|6"
17579,"TEMP|1|6"
17586,"TEMP|1|6"
17606,"TEMP|1|6"
17612,"TEMP|1|6"
17613,"TEMP|1|6"
17616,"TEMP|1|6"
17618,"TEMP|1|6"
17622,"TEMP|1|6"
17633,"TEMP|1|6"
17634,"TEMP|2|1"
17643,"TEMP|1|6"
17652,"TEMP|2|1"
17659,"TEMP|1|6"
17663,"TEMP|1|6"
17667,"TEMP|1|6"
17668,"TEMP|1|6"
17670,"TEMP|1|6"
17671,"TEMP|1|6"
17672,"TEMP|1|6"
17676,"TEMP|1|6"
17677,"TEMP|2|1"
17678,"TEMP|1|6"
17681,"TEMP|2|1"
17685,"TEMP|1|6"
17691,"TEMP|1|6"
17692,"TEMP|1|6"
17693,"TEMP|1|6"
17694,"TEMP|1|5"
17698,"TEMP|1|6"
17705,"TEMP|1|6"
17709,"TEMP|2|2"
17717,"TEMP|1|2"
17720,"TEMP|1|2"
17729,"TEMP|2|2"
17730,"TEMP|1|6"
17735,"TEMP|1|6"
17736,"TEMP|1|6"
17737,"TEMP|2|2"
17739,"TEMP|1|1"
17743,"TEMP|1|6"
17747,"TEMP|1|6"
17748,"TEMP|1|6"
17749,"TEMP|1|6"
17751,"TEMP|1|6"
17757,"TEMP|1|6"
17758,"TEMP|1|5"
17760,"TEMP|1|5"
17763,"TEMP|1|6"
17766,"TEMP|1|2"
17774,"TEMP|1|6"
17775,"TEMP|1|6"
17777,"TEMP|2|1"
17780,"TEMP|1|6"
17785,"TEMP|1|6"
17787,"TEMP|1|5"
17791,"TEMP|1|5"
17792,"TEMP|1|6"
17797,"TEMP|2|2"
17803,"TEMP|1|6"
17805,"TEMP|1|6"
17813,"TEMP|2|2"
17814,"TEMP|2|2"
17817,"TEMP|1|6"
17820,"TEMP|1|6"
17821,"TEMP|2|1"
17823,"TEMP|1|6"
17827,"TEMP|1|6"
17831,"TEMP|1|6"
17846,"TEMP|1|6"
17855,"TEMP|1|6"
17856,"TEMP|1|6"
17861,"TEMP|1|6"
17862,"TEMP|1|6"
17866,"TEMP|1|6"
17873,"TEMP|1|6"
17876,"TEMP|1|5"
17881,"TEMP|1|6"
17882,"TEMP|1|6"
17883,"TEMP|2|1"
17884,"TEMP|2|1"
17885,"TEMP|1|6"
17887,"TEMP|1|6"
17888,"TEMP|1|5"
17889,"TEMP|1|6"
17892,"TEMP|1|6"
17893,"TEMP|1|6"
17899,"TEMP|1|6"
17901,"TEMP|1|6"
17904,"TEMP|2|1"
17906,"TEMP|2|1"
17911,"TEMP|1|5"
17912,"TEMP|1|6"
17916,"TEMP|1|6"
17917,"TEMP|1|6"
17921,"TEMP|1|6"
17935,"TEMP|1|6"
17943,"TEMP|1|6"
17944,"TEMP|2|2"
17947,"TEMP|2|1"
17948,"TEMP|1|6"
17950,"TEMP|2|1"
17958,"TEMP|1|6"
17977,"TEMP|2|1"
17978,"TEMP|1|6"
17980,"TEMP|1|1"
17981,"TEMP|1|5"
17982,"TEMP|1|6"
17985,"TEMP|2|2"
17990,"TEMP|1|5"
18000,"TEMP|1|6"
18002,"TEMP|1|6"
18003,"TEMP|1|6"
18006,"TEMP|1|5"
18007,"TEMP|1|6"
18009,"TEMP|1|6"
18011,"TEMP|2|1"
18012,"TEMP|1|6"
18014,"TEMP|1|6"
18023,"TEMP|1|6"
18027,"TEMP|1|6"
18035,"TEMP|1|5"
18037,"TEMP|1|3"
18039,"TEMP|1|6"
18040,"TEMP|1|6"
18049,"TEMP|1|6"
18053,"TEMP|1|6"
18054,"TEMP|2|1"
18061,"TEMP|1|6"
18064,"TEMP|2|1"
18071,"TEMP|2|1"
18073,"TEMP|1|6"
18074,"TEMP|1|6"
18076,"TEMP|1|6"
18077,"TEMP|1|6"
18079,"TEMP|1|5"
18082,"TEMP|1|6"
18084,"TEMP|1|6"
18086,"TEMP|1|6"
18089,"TEMP|1|6"
18093,"TEMP|1|6"
18103,"TEMP|1|6"
18106,"TEMP|1|6"
18115,"TEMP|1|6"
18119,"TEMP|1|6"
18122,"TEMP|1|6"
18126,"TEMP|1|5"
18127,"TEMP|1|6"
18133,"TEMP|2|1"
18135,"TEMP|2|2"
18136,"TEMP|1|6"
18138,"TEMP|1|6"
18140,"TEMP|1|6"
18143,"TEMP|1|6"
18145,"TEMP|1|6"
18149,"TEMP|1|6"
18150,"TEMP|1|6"
18162,"TEMP|2|1"
18169,"TEMP|1|6"
18170,"TEMP|1|5"
18172,"TEMP|2|1"
18174,"TEMP|1|6"
18180,"TEMP|1|6"
18181,"TEMP|1|6"
18183,"TEMP|1|6"
18196,"TEMP|1|6"
18200,"TEMP|1|2"
18202,"TEMP|1|2"
18203,"TEMP|1|6"
18208,"TEMP|1|6"
18210,"TEMP|1|6"
18213,"TEMP|1|6"
18215,"TEMP|1|6"
18216,"TEMP|1|6"
18219,"TEMP|1|6"
18221,"TEMP|1|5"
18222,"TEMP|1|6"
18233,"TEMP|2|1"
18238,"TEMP|2|2"
18241,"TEMP|1|5"
18244,"TEMP|1|6"
18245,"TEMP|1|6"
18252,"TEMP|1|6"
18255,"TEMP|1|6"
18256,"TEMP|1|6"
18259,"TEMP|1|6"
18262,"TEMP|2|1"
18289,"TEMP|1|6"
18296,"TEMP|1|6"
18298,"TEMP|1|6"
18299,"TEMP|2|1"
18300,"TEMP|1|6"
18304,"TEMP|1|5"
18306,"TEMP|1|6"
18307,"TEMP|1|6"
18308,"TEMP|1|6"
18324,"TEMP|1|6"
18326,"TEMP|1|6"
18328,"TEMP|1|6"
18333,"TEMP|1|6"
18334,"TEMP|1|6"
18336,"TEMP|1|2"
18341,"TEMP|1|6"
18355,"TEMP|2|2"
18359,"TEMP|2|1"
18363,"TEMP|1|3"
18364,"TEMP|1|6"
18365,"TEMP|2|2"
18375,"TEMP|1|6"
18379,"TEMP|1|6"
18383,"TEMP|1|6"
18388,"TEMP|2|2"
18393,"TEMP|1|6"
18396,"TEMP|1|6"
18398,"TEMP|1|5"
18399,"TEMP|1|6"
18402,"TEMP|2|1"
18410,"TEMP|1|6"
18414,"TEMP|1|6"
18419,"TEMP|1|5"
18423,"TEMP|1|6"
18427,"TEMP|1|6"
18428,"TEMP|1|6"
18434,"TEMP|1|6"
18435,"TEMP|1|5"
18436,"TEMP|1|5"
18437,"TEMP|1|6"
18440,"TEMP|1|6"
18447,"TEMP|1|6"
18449,"TEMP|1|6"
18455,"TEMP|1|2"
18456,"TEMP|1|1"
18461,"TEMP|1|6"
18462,"TEMP|1|1"
18465,"TEMP|1|3"
18469,"TEMP|1|6"
18471,"TEMP|1|6"
18487,"TEMP|1|6"
18494,"TEMP|1|5"
18497,"TEMP|1|6"
18498,"TEMP|1|6"
18503,"TEMP|1|6"
18504,"TEMP|1|6"
18506,"TEMP|1|6"
18507,"TEMP|1|6"
18509,"TEMP|1|6"
18513,"TEMP|1|6"
18516,"TEMP|1|6"
18532,"TEMP|1|6"
18535,"TEMP|2|1"
18536,"TEMP|1|2"
18546,"TEMP|1|6"
18549,"TEMP|1|6"
18551,"TEMP|1|6"
18554,"TEMP|1|6"
18555,"TEMP|2|1"
18559,"TEMP|2|1"
18562,"TEMP|1|6"
18565,"TEMP|1|6"
18568,"TEMP|1|6"
18570,"TEMP|2|1"
18577,"TEMP|2|2"
18582,"TEMP|1|6"
18584,"TEMP|1|6"
18585,"TEMP|1|6"
18597,"TEMP|1|3"
18599,"TEMP|2|1"
18601,"TEMP|1|6"
18604,"TEMP|1|6"
18618,"TEMP|1|6"
18619,"TEMP|1|1"
18625,"TEMP|1|6"
18633,"TEMP|1|6"
18637,"TEMP|1|1"
18638,"TEMP|1|1"
18639,"TEMP|2|2"
18644,"TEMP|1|6"
18648,"TEMP|1|6"
18652,"TEMP|1|6"
18656,"TEMP|1|6"
18661,"TEMP|1|6"
18663,"TEMP|2|2"
18667,"TEMP|2|2"
18668,"TEMP|2|2"
18670,"TEMP|1|6"
18672,"TEMP|1|6"
18679,"TEMP|1|6"
18680,"TEMP|1|6"
18682,"TEMP|1|6"
18690,"TEMP|1|6"
18692,"TEMP|1|6"
18701,"TEMP|1|6"
18702,"TEMP|1|6"
18704,"TEMP|2|2"
18712,"TEMP|1|6"
18714,"TEMP|2|2"
18717,"TEMP|2|2"
18721,"TEMP|1|6"
18722,"TEMP|2|1"
18728,"TEMP|1|6"
18731,"TEMP|2|1"
18732,"TEMP|1|6"
18738,"TEMP|1|6"
18740,"TEMP|1|6"
18771,"TEMP|1|1"
18777,"TEMP|1|6"
18783,"TEMP|1|6"
18785,"TEMP|1|6"
18787,"TEMP|1|5"
18788,"TEMP|1|6"
18789,"TEMP|1|6"
18791,"TEMP|1|1"
18792,"TEMP|2|1"
18794,"TEMP|1|6"
18796,"TEMP|1|6"
18798,"TEMP|1|6"
18801,"TEMP|1|5"
18804,"TEMP|2|1"
18805,"TEMP|1|6"
18810,"TEMP|1|6"
18813,"TEMP|1|5"
18814,"TEMP|1|6"
18819,"TEMP|1|6"
18820,"TEMP|1|6"
18822,"TEMP|1|6"
18823,"TEMP|2|1"
18829,"TEMP|1|5"
18834,"TEMP|1|6"
18835,"TEMP|1|6"
18842,"TEMP|1|6"
18844,"TEMP|1|6"
18846,"TEMP|1|6"
18851,"TEMP|1|6"
18857,"TEMP|2|2"
18858,"TEMP|1|6"
18859,"TEMP|1|6"
18860,"TEMP|2|3"
18863,"TEMP|1|6"
18865,"TEMP|1|6"
18868,"TEMP|1|6"
18871,"TEMP|1|6"
18873,"TEMP|1|6"
18881,"TEMP|2|2"
18886,"TEMP|1|6"
18888,"TEMP|1|6"
18889,"TEMP|1|6"
18895,"TEMP|2|2"
18897,"TEMP|2|2"
18904,"TEMP|1|6"
18915,"TEMP|1|6"
18916,"TEMP|1|6"
18919,"TEMP|2|1"
18925,"TEMP|1|6"
18928,"TEMP|1|6"
18929,"TEMP|2|1"
18930,"TEMP|1|6"
18942,"TEMP|1|6"
18952,"TEMP|1|6"
18957,"TEMP|1|6"
18958,"TEMP|1|6"
18960,"TEMP|1|6"
18962,"TEMP|2|2"
18964,"TEMP|1|6"
18966,"TEMP|1|6"
18968,"TEMP|1|1"
18970,"TEMP|2|1"
18975,"TEMP|1|6"
18977,"TEMP|1|6"
18979,"TEMP|1|6"
18980,"TEMP|1|3"
18983,"TEMP|1|6"
18987,"TEMP|1|6"
18989,"TEMP|2|1"
18990,"TEMP|1|6"
18996,"TEMP|1|6"
19000,"TEMP|2|1"
19005,"TEMP|1|6"
19010,"TEMP|1|6"
19018,"TEMP|1|6"
19020,"TEMP|1|6"
19021,"TEMP|1|6"
19023,"TEMP|1|6"
19035,"TEMP|1|6"
19038,"TEMP|1|6"
19039,"TEMP|2|1"
19041,"TEMP|1|6"
19045,"TEMP|1|6"
19049,"TEMP|1|6"
19051,"TEMP|1|6"
19053,"TEMP|1|6"
19054,"TEMP|1|6"
19057,"TEMP|1|6"
19059,"TEMP|1|2"
19061,"TEMP|1|6"
19064,"TEMP|2|1"
19066,"TEMP|1|6"
19074,"TEMP|1|3"
19079,"TEMP|1|6"
19081,"TEMP|1|6"
19082,"TEMP|1|5"
19083,"TEMP|1|6"
19103,"TEMP|1|6"
19108,"TEMP|2|1"
19114,"TEMP|1|6"
19118,"TEMP|2|2"
19127,"TEMP|2|2"
19132,"TEMP|2|2"
19133,"TEMP|1|6"
19142,"TEMP|2|1"
19143,"TEMP|1|5"
19145,"TEMP|1|6"
19146,"TEMP|1|6"
19151,"TEMP|1|6"
19156,"TEMP|2|2"
19157,"TEMP|1|6"
19162,"TEMP|1|6"
19165,"TEMP|1|5"
19166,"TEMP|1|6"
19176,"TEMP|1|6"
19180,"TEMP|1|6"
19186,"TEMP|1|6"
19188,"TEMP|1|6"
19201,"TEMP|1|6"
19202,"TEMP|2|1"
19205,"TEMP|1|6"
19207,"TEMP|1|6"
19211,"TEMP|1|6"
19219,"TEMP|1|2"
19222,"TEMP|1|2"
19225,"TEMP|1|6"
19229,"TEMP|1|1"
19230,"TEMP|1|6"
19235,"TEMP|1|6"
19236,"TEMP|1|6"
19242,"TEMP|1|6"
19243,"TEMP|1|6"
19245,"TEMP|2|1"
19250,"TEMP|1|6"
19256,"TEMP|2|2"
19262,"TEMP|1|6"
19267,"TEMP|1|6"
19273,"TEMP|1|6"
19274,"TEMP|1|6"
19278,"TEMP|1|6"
19279,"TEMP|1|6"
