"PERSON_ID","Sports"
16726,"FEDE|137"
16727,"FEDE|112"
16729,"FEDE|103"
16730,"FEDE|121"
16731,"FEDE|121"
16733,"FEDE|211"
16739,"FEDE|121"
16741,"FEDE|137"
16742,"FEDE|105"
16743,"FEDE|211"
16745,"FEDE|101"
16746,"FEDE|137"
16747,"FEDE|121"
16748,"FEDE|118"
16749,"FEDE|118"
16750,"FEDE|121"
16751,"FEDE|118"
16753,"FEDE|105"
16754,"FEDE|137"
16756,"FEDE|137"
16761,"FEDE|121"
16763,"FEDE|121"
16764,"FEDE|137"
16765,"FEDE|121"
16767,"FEDE|131"
16775,"FEDE|121"
16778,"FEDE|103"
16779,"FEDE|121"
16780,"FEDE|103"
16781,"FEDE|118"
16784,"FEDE|112"
16786,"FEDE|101"
16787,"FEDE|105"
16795,"FEDE|137"
16797,"FEDE|137"
16798,"FEDE|118"
16799,"FEDE|118"
16800,"FEDE|112"
16801,"FEDE|118"
16804,"FEDE|137"
16805,"FEDE|137"
16807,"FEDE|121"
16810,"FEDE|121"
16812,"FEDE|121"
16814,"FEDE|118"
16815,"FEDE|211"
16816,"FEDE|121"
16818,"FEDE|118"
16819,"FEDE|137"
16820,"FEDE|211"
16821,"FEDE|211"
16824,"FEDE|121"
16825,"FEDE|137"
16826,"FEDE|121"
16837,"FEDE|604"
16838,"FEDE|111"
16849,"FEDE|111"
16857,"FEDE|111"
16873,"FEDE|125"
16879,"FEDE|123"
16883,"FEDE|211"
16887,"FEDE|125"
16901,"FEDE|111"
16906,"FEDE|111"
16926,"FEDE|245"
16930,"FEDE|605"
16937,"FEDE|103"
16970,"FEDE|233"
16974,"FEDE|117"
16977,"FEDE|111"
17002,"FEDE|125"
17020,"FEDE|109"
17037,"FEDE|125"
17040,"FEDE|111"
17093,"FEDE|132"
17094,"FEDE|124"
17104,"FEDE|108"
17108,"FEDE|105"
17109,"FEDE|107"
17110,"FEDE|108"
17111,"FEDE|105"
17112,"FEDE|105"
17113,"FEDE|102"
17114,"FEDE|109"
17118,"FEDE|106"
17120,"FEDE|105"
17121,"FEDE|604"
17124,"FEDE|105"
17125,"FEDE|105"
17127,"FEDE|107"
17129,"FEDE|108"
17133,"FEDE|106"
17135,"FEDE|107"
17136,"FEDE|105"
17138,"FEDE|109"
17142,"FEDE|258"
17152,"FEDE|125"
17169,"FEDE|604"
17171,"FEDE|604"
17174,"FEDE|218"
17176,"FEDE|111"
17196,"FEDE|111"
17206,"FEDE|111"
17207,"FEDE|251"
17213,"FEDE|111"
17214,"FEDE|132"
17220,"FEDE|111"
17222,"FEDE|101"
17224,"FEDE|102"
17225,"FEDE|110"
17226,"FEDE|101"
17227,"FEDE|105"
17228,"FEDE|102"
17229,"FEDE|102"
17230,"FEDE|102"
17232,"FEDE|110"
17233,"FEDE|102"
17235,"FEDE|102"
17237,"FEDE|102"
17238,"FEDE|501"
17240,"FEDE|101"
17241,"FEDE|102"
17242,"FEDE|112"
17243,"FEDE|102"
17244,"FEDE|105"
17245,"FEDE|101"
17247,"FEDE|101"
17248,"FEDE|102"
17249,"FEDE|112"
17250,"FEDE|123"
17252,"FEDE|111"
17260,"FEDE|111"
17277,"FEDE|403"
17278,"FEDE|109"
17287,"FEDE|111"
17292,"FEDE|111"
17296,"FEDE|111"
17316,"FEDE|111"
17329,"FEDE|134"
17336,"FEDE|115"
17369,"FEDE|109"
17373,"FEDE|101"
17392,"FEDE|402"
17394,"FEDE|111"
17400,"FEDE|407"
17418,"FEDE|402"
17420,"FEDE|121"
17440,"FEDE|111"
17444,"FEDE|603"
17456,"FEDE|105"
17461,"FEDE|106"
17462,"FEDE|101"
17465,"FEDE|106"
17466,"FEDE|102"
17467,"FEDE|101"
17468,"FEDE|102"
17469,"FEDE|102"
17470,"FEDE|102"
17475,"FEDE|102"
17477,"FEDE|101"
17478,"FEDE|102"
17479,"FEDE|101"
17481,"FEDE|106"
17483,"FEDE|106"
17487,"FEDE|115"
17488,"FEDE|102"
17489,"FEDE|102"
17492,"FEDE|102"
17493,"FEDE|102"
17538,"FEDE|111"
17575,"FEDE|133"
17598,"FEDE|134"
17606,"FEDE|105"
17657,"FEDE|124"
17663,"FEDE|111"
17666,"FEDE|413"
17673,"FEDE|121"
17677,"FEDE|401"
17691,"FEDE|103"
17698,"FEDE|125"
17705,"FEDE|123"
17728,"FEDE|105"
17729,"FEDE|126"
17730,"FEDE|126"
17735,"FEDE|106"
17736,"FEDE|102"
17737,"FEDE|106"
17738,"FEDE|124"
17739,"FEDE|102"
17742,"FEDE|110"
17743,"FEDE|102"
17746,"FEDE|105"
17747,"FEDE|102"
17748,"FEDE|126"
17749,"FEDE|126"
17751,"FEDE|108"
17752,"FEDE|103"
17753,"FEDE|103"
17754,"FEDE|103"
17755,"FEDE|110"
17757,"FEDE|126"
17758,"FEDE|102"
17759,"FEDE|103"
17760,"FEDE|126"
17763,"FEDE|110"
17766,"FEDE|106"
17768,"FEDE|108"
17773,"FEDE|108"
17774,"FEDE|110"
17775,"FEDE|126"
17776,"FEDE|102"
17777,"FEDE|126"
17780,"FEDE|102"
17785,"FEDE|126"
17797,"FEDE|111"
17805,"FEDE|129"
17807,"FEDE|126"
17813,"FEDE|125"
17818,"FEDE|604"
17828,"FEDE|129"
17833,"FEDE|113"
17839,"FEDE|108"
17840,"FEDE|103"
17849,"FEDE|121"
17852,"FEDE|105"
17853,"FEDE|105"
17856,"FEDE|103"
17861,"FEDE|133"
17865,"FEDE|129"
17873,"FEDE|101"
17880,"FEDE|101"
17883,"FEDE|111"
17888,"FEDE|245"
17892,"FEDE|106"
17893,"FEDE|106"
17894,"FEDE|125"
17899,"FEDE|106"
17901,"FEDE|110"
17903,"FEDE|115"
17904,"FEDE|113"
17906,"FEDE|113"
17907,"FEDE|105"
17908,"FEDE|102"
17911,"FEDE|106"
17912,"FEDE|106"
17916,"FEDE|110"
17917,"FEDE|102"
17921,"FEDE|102"
17927,"FEDE|115"
17932,"FEDE|102"
17933,"FEDE|105"
17934,"FEDE|105"
17935,"FEDE|113"
17936,"FEDE|115"
17939,"FEDE|233"
17950,"FEDE|242"
17954,"FEDE|121"
17967,"FEDE|133"
18006,"FEDE|105"
18023,"FEDE|410"
18027,"FEDE|123"
18034,"FEDE|117"
18052,"FEDE|106"
18053,"FEDE|138"
18054,"FEDE|138"
18061,"FEDE|110"
18063,"FEDE|103"
18064,"FEDE|138"
18065,"FEDE|103"
18070,"FEDE|106"
18071,"FEDE|110"
18072,"FEDE|110"
18073,"FEDE|138"
18074,"FEDE|110"
18076,"FEDE|106"
18077,"FEDE|110"
18078,"FEDE|138"
18079,"FEDE|110"
18080,"FEDE|107"
18082,"FEDE|138"
18083,"FEDE|107"
18084,"FEDE|106"
18086,"FEDE|110"
18089,"FEDE|106"
18090,"FEDE|103"
18092,"FEDE|103"
18093,"FEDE|138"
18094,"FEDE|103"
18098,"FEDE|103"
18099,"FEDE|103"
18102,"FEDE|103"
18103,"FEDE|122"
18105,"FEDE|102"
18106,"FEDE|110"
18109,"FEDE|210"
18110,"FEDE|103"
18115,"FEDE|138"
18116,"FEDE|106"
18118,"FEDE|106"
18119,"FEDE|138"
18122,"FEDE|138"
18124,"FEDE|106"
18126,"FEDE|106"
18127,"FEDE|138"
18128,"FEDE|103"
18130,"FEDE|102"
18131,"FEDE|122"
18132,"FEDE|107"
18133,"FEDE|110"
18134,"FEDE|108"
18135,"FEDE|106"
18136,"FEDE|110"
18137,"FEDE|103"
18138,"FEDE|110"
18140,"FEDE|110"
18143,"FEDE|110"
18145,"FEDE|138"
18148,"FEDE|106"
18149,"FEDE|138"
18150,"FEDE|110"
18151,"FEDE|103"
18196,"FEDE|242"
18200,"FEDE|119"
18212,"FEDE|113"
18215,"FEDE|103"
18223,"FEDE|119"
18227,"FEDE|111"
18237,"FEDE|604"
18239,"FEDE|402"
18248,"FEDE|123"
18252,"FEDE|105"
18254,"FEDE|133"
18296,"FEDE|113"
18299,"FEDE|105"
18302,"FEDE|105"
18312,"FEDE|218"
18325,"FEDE|402"
18336,"FEDE|407"
18359,"FEDE|209"
18379,"FEDE|134"
18382,"FEDE|218"
18426,"FEDE|604"
18457,"FEDE|103"
18469,"FEDE|407"
18475,"FEDE|106"
18481,"FEDE|119"
18483,"FEDE|101"
18487,"FEDE|110"
18488,"FEDE|106"
18491,"FEDE|125"
18493,"FEDE|111"
18494,"FEDE|119"
18495,"FEDE|106"
18497,"FEDE|119"
18498,"FEDE|110"
18500,"FEDE|105"
18501,"FEDE|111"
18503,"FEDE|111"
18504,"FEDE|110"
18506,"FEDE|102"
18507,"FEDE|107"
18509,"FEDE|102"
18512,"FEDE|111"
18513,"FEDE|119"
18515,"FEDE|106"
18516,"FEDE|107"
18524,"FEDE|106"
18525,"FEDE|102"
18529,"FEDE|119"
18532,"FEDE|119"
18534,"FEDE|106"
18535,"FEDE|110"
18536,"FEDE|102"
18537,"FEDE|125"
18538,"FEDE|101"
18542,"FEDE|105"
18543,"FEDE|111"
18544,"FEDE|105"
18548,"FEDE|103"
18549,"FEDE|219"
18558,"FEDE|256"
18597,"FEDE|133"
18606,"FEDE|132"
18618,"FEDE|108"
18619,"FEDE|109"
18624,"FEDE|108"
18628,"FEDE|105"
18643,"FEDE|111"
18682,"FEDE|127"
18693,"FEDE|111"
18704,"FEDE|111"
18711,"FEDE|101"
18712,"FEDE|110"
18713,"FEDE|101"
18714,"FEDE|102"
18716,"FEDE|108"
18717,"FEDE|124"
18719,"FEDE|102"
18720,"FEDE|604"
18721,"FEDE|109"
18722,"FEDE|102"
18724,"FEDE|102"
18727,"FEDE|105"
18728,"FEDE|105"
18731,"FEDE|105"
18748,"FEDE|249"
18753,"FEDE|132"
18788,"FEDE|126"
18800,"FEDE|201"
18801,"FEDE|111"
18804,"FEDE|132"
18805,"FEDE|134"
18807,"FEDE|101"
18810,"FEDE|250"
18813,"FEDE|122"
18814,"FEDE|103"
18819,"FEDE|122"
18844,"FEDE|133"
18870,"FEDE|105"
18873,"FEDE|132"
18884,"FEDE|233"
18895,"FEDE|111"
18919,"FEDE|117"
18932,"FEDE|111"
18958,"FEDE|109"
18968,"FEDE|109"
18975,"FEDE|123"
18976,"FEDE|110"
18979,"FEDE|109"
18984,"FEDE|109"
18986,"FEDE|103"
18987,"FEDE|113"
18988,"FEDE|109"
18989,"FEDE|107"
18990,"FEDE|107"
18993,"FEDE|103"
18996,"FEDE|107"
18999,"FEDE|102"
19000,"FEDE|113"
19001,"FEDE|102"
19005,"FEDE|110"
19010,"FEDE|107"
19016,"FEDE|103"
19035,"FEDE|105"
19039,"FEDE|102"
19045,"FEDE|102"
19049,"FEDE|106"
19054,"FEDE|138"
19065,"FEDE|111"
19131,"FEDE|219"
19141,"FEDE|109"
19148,"FEDE|115"
19157,"FEDE|109"
19165,"FEDE|133"
19166,"FEDE|113"
19171,"FEDE|119"
19172,"FEDE|119"
19176,"FEDE|113"
19180,"FEDE|133"
19181,"FEDE|119"
19186,"FEDE|108"
19188,"FEDE|113"
19191,"FEDE|102"
19193,"FEDE|113"
19194,"FEDE|108"
19195,"FEDE|108"
19197,"FEDE|107"
19198,"FEDE|102"
19200,"FEDE|108"
19201,"FEDE|133"
19202,"FEDE|113"
19204,"FEDE|119"
19205,"FEDE|102"
19206,"FEDE|133"
19207,"FEDE|133"
19211,"FEDE|102"
19212,"FEDE|113"
19213,"FEDE|102"
19215,"FEDE|113"
19219,"FEDE|113"
19225,"FEDE|105"
19228,"FEDE|126"
19229,"FEDE|420"
19230,"FEDE|105"
19233,"FEDE|126"
19234,"FEDE|123"
19235,"FEDE|106"
19236,"FEDE|105"
19242,"FEDE|105"
19245,"FEDE|113"
19249,"FEDE|420"
19250,"FEDE|115"
19262,"FEDE|402"
19274,"FEDE|111"
19275,"FEDE|107"
19289,"FEDE|109"
19294,"FEDE|133"
19295,"FEDE|103"
19309,"FEDE|101"
19311,"FEDE|101"
19312,"FEDE|108"
19313,"FEDE|101"
19317,"FEDE|101"
19319,"FEDE|118"
19320,"FEDE|119"
19321,"FEDE|108"
19323,"FEDE|119"
19324,"FEDE|105"
19325,"FEDE|101"
19326,"FEDE|108"
19327,"FEDE|105"
19331,"FEDE|107"
19338,"FEDE|113"
19339,"FEDE|101"
19340,"FEDE|101"
19345,"FEDE|107"
19346,"FEDE|103"
19347,"FEDE|107"
19348,"FEDE|107"
19349,"FEDE|101"
19350,"FEDE|107"
19351,"FEDE|118"
19352,"FEDE|108"
19379,"FEDE|111"
19385,"FEDE|111"
19397,"FEDE|218"
19412,"FEDE|117"
19438,"FEDE|111"
19446,"FEDE|111"
19447,"FEDE|126"
19451,"FEDE|413"
19454,"FEDE|106"
19455,"FEDE|125"
19459,"FEDE|106"
19460,"FEDE|105"
19462,"FEDE|106"
19463,"FEDE|125"
19490,"FEDE|242"
19522,"FEDE|103"
19524,"FEDE|109"
19528,"FEDE|108"
19529,"FEDE|420"
19534,"FEDE|202"
19537,"FEDE|101"
19541,"FEDE|103"
19549,"FEDE|117"
19550,"FEDE|101"
19573,"FEDE|420"
19589,"FEDE|420"
19597,"FEDE|124"
19604,"FEDE|218"
19607,"FEDE|105"
19610,"FEDE|413"
19659,"FEDE|133"
19661,"FEDE|420"
19665,"FEDE|108"
19671,"FEDE|103"
19673,"FEDE|108"
19678,"FEDE|109"
19679,"FEDE|103"
19685,"FEDE|125"
19700,"FEDE|126"
19731,"FEDE|114"
19733,"FEDE|123"
19743,"FEDE|108"
19745,"FEDE|111"
19753,"FEDE|112"
19755,"FEDE|112"
19757,"FEDE|101"
19759,"FEDE|202"
19761,"FEDE|214"
19762,"FEDE|218"
19765,"FEDE|202"
19766,"FEDE|103"
19771,"FEDE|106"
19772,"FEDE|114"
19773,"FEDE|110"
19774,"FEDE|101"
19777,"FEDE|214"
19778,"FEDE|112"
19780,"FEDE|201"
19781,"FEDE|110"
19783,"FEDE|103"
19784,"FEDE|102"
19789,"FEDE|218"
19791,"FEDE|103"
19793,"FEDE|112"
19794,"FEDE|114"
19795,"FEDE|218"
19800,"FEDE|107"
19801,"FEDE|103"
19802,"FEDE|214"
19803,"FEDE|101"
19806,"FEDE|110"
19807,"FEDE|114"
19810,"FEDE|214"
19815,"FEDE|201"
19817,"FEDE|201"
19818,"FEDE|214"
19820,"FEDE|101"
19824,"FEDE|103"
19829,"FEDE|110"
19831,"FEDE|112"
19832,"FEDE|101"
19836,"FEDE|102"
19837,"FEDE|106"
19838,"FEDE|103"
19839,"FEDE|202"
19840,"FEDE|218"
19844,"FEDE|106"
19846,"FEDE|110"
19852,"FEDE|214"
19854,"FEDE|114"
19857,"FEDE|112"
19858,"FEDE|114"
19859,"FEDE|106"
19860,"FEDE|102"
19861,"FEDE|114"
19862,"FEDE|102"
19864,"FEDE|214"
19868,"FEDE|218"
19872,"FEDE|103"
19873,"FEDE|112"
19874,"FEDE|106"
19875,"FEDE|106"
19876,"FEDE|114"
19882,"FEDE|103"
19885,"FEDE|101"
19888,"FEDE|218"
19890,"FEDE|110"
19891,"FEDE|218"
19892,"FEDE|106"
19893,"FEDE|112"
19896,"FEDE|110"
19898,"FEDE|114"
19899,"FEDE|110"
19900,"FEDE|107"
19902,"FEDE|101"
19904,"FEDE|214"
19905,"FEDE|218"
19907,"FEDE|114"
19909,"FEDE|106"
19910,"FEDE|110"
19911,"FEDE|214"
19912,"FEDE|114"
19913,"FEDE|101"
19914,"FEDE|218"
19919,"FEDE|112"
19920,"FEDE|201"
19921,"FEDE|103"
19925,"FEDE|101"
19926,"FEDE|114"
19929,"FEDE|101"
19933,"FEDE|218"
19935,"FEDE|201"
19937,"FEDE|112"
19938,"FEDE|107"
19939,"FEDE|101"
19940,"FEDE|214"
19942,"FEDE|101"
19943,"FEDE|214"
19944,"FEDE|106"
19963,"FEDE|410"
19966,"FEDE|202"
19979,"FEDE|604"
20007,"FEDE|111"
20020,"FEDE|111"
20039,"FEDE|107"
20041,"FEDE|101"
20043,"FEDE|118"
20044,"FEDE|101"
20046,"FEDE|118"
20049,"FEDE|101"
20051,"FEDE|101"
20052,"FEDE|101"
20055,"FEDE|101"
20057,"FEDE|118"
20058,"FEDE|107"
20060,"FEDE|107"
20066,"FEDE|107"
20071,"FEDE|219"
20072,"FEDE|221"
20080,"FEDE|128"
20084,"FEDE|107"
20097,"FEDE|102"
20099,"FEDE|102"
20104,"FEDE|102"
20110,"FEDE|242"
20112,"FEDE|126"
20129,"FEDE|128"
20143,"FEDE|123"
20150,"FEDE|109"
20151,"FEDE|109"
20153,"FEDE|115"
20180,"FEDE|109"
20182,"FEDE|124"
20190,"FEDE|410"
20191,"FEDE|111"
20193,"FEDE|115"
20197,"FEDE|105"
20200,"FEDE|101"
20208,"FEDE|402"
20216,"FEDE|101"
20242,"FEDE|115"
20248,"FEDE|402"
20254,"FEDE|109"
20255,"FEDE|107"
20259,"FEDE|111"
20287,"FEDE|410"
20291,"FEDE|410"
20295,"FEDE|410"
20301,"FEDE|101"
20304,"FEDE|107"
20309,"FEDE|107"
20311,"FEDE|113"
20312,"FEDE|113"
20318,"FEDE|601"
20319,"FEDE|107"
20322,"FEDE|107"
20323,"FEDE|113"
20325,"FEDE|118"
20330,"FEDE|101"
20365,"FEDE|601"
20392,"FEDE|109"
20396,"FEDE|124"
20397,"FEDE|115"
20437,"FEDE|132"
20448,"FEDE|402"
20452,"FEDE|102"
20453,"FEDE|102"
20454,"FEDE|102"
20456,"FEDE|106"
20457,"FEDE|102"
20458,"FEDE|115"
20460,"FEDE|103"
20461,"FEDE|102"
20462,"FEDE|102"
20463,"FEDE|102"
20465,"FEDE|103"
20469,"FEDE|113"
20471,"FEDE|103"
20500,"FEDE|123"
20502,"FEDE|410"
20531,"FEDE|501"
20533,"FEDE|107"
20534,"FEDE|135"
20538,"FEDE|111"
20546,"FEDE|111"
20549,"FEDE|111"
20557,"FEDE|601"
20566,"FEDE|111"
20573,"FEDE|410"
20592,"FEDE|124"
20597,"FEDE|410"
20602,"FEDE|126"
20603,"FEDE|221"
20605,"FEDE|111"
20616,"FEDE|407"
20620,"FEDE|101"
20625,"FEDE|101"
20626,"FEDE|101"
20628,"FEDE|101"
20630,"FEDE|101"
20632,"FEDE|101"
20634,"FEDE|101"
20640,"FEDE|115"
20652,"FEDE|407"
20671,"FEDE|413"
20678,"FEDE|111"
20680,"FEDE|107"
20681,"FEDE|114"
20683,"FEDE|105"
20692,"FEDE|125"
20693,"FEDE|113"
20694,"FEDE|413"
20696,"FEDE|249"
20714,"FEDE|403"
20726,"FEDE|102"
20727,"FEDE|109"
20729,"FEDE|108"
20730,"FEDE|109"
20731,"FEDE|102"
20733,"FEDE|110"
20734,"FEDE|109"
20735,"FEDE|109"
20738,"FEDE|108"
20743,"FEDE|108"
20744,"FEDE|102"
20745,"FEDE|108"
20753,"FEDE|111"
20754,"FEDE|111"
20755,"FEDE|133"
20756,"FEDE|123"
20766,"FEDE|102"
20783,"FEDE|111"
20790,"FEDE|108"
20795,"FEDE|103"
20796,"FEDE|106"
20797,"FEDE|110"
20798,"FEDE|110"
20800,"FEDE|110"
20802,"FEDE|110"
20805,"FEDE|102"
20809,"FEDE|103"
20811,"FEDE|110"
20812,"FEDE|102"
20813,"FEDE|102"
20814,"FEDE|106"
20816,"FEDE|110"
20821,"FEDE|110"
20822,"FEDE|106"
20823,"FEDE|110"
20824,"FEDE|110"
20826,"FEDE|103"
20827,"FEDE|108"
20829,"FEDE|106"
20830,"FEDE|103"
20831,"FEDE|110"
20832,"FEDE|110"
20834,"FEDE|110"
20839,"FEDE|108"
20840,"FEDE|108"
20842,"FEDE|108"
20843,"FEDE|106"
20850,"FEDE|103"
20851,"FEDE|108"
20852,"FEDE|110"
20853,"FEDE|103"
20855,"FEDE|116"
20856,"FEDE|103"
20857,"FEDE|110"
20858,"FEDE|110"
20860,"FEDE|108"
20861,"FEDE|108"
20862,"FEDE|103"
20866,"FEDE|110"
20867,"FEDE|106"
20868,"FEDE|103"
20869,"FEDE|110"
20871,"FEDE|108"
20872,"FEDE|108"
20874,"FEDE|108"
20879,"FEDE|103"
20881,"FEDE|103"
20883,"FEDE|106"
20885,"FEDE|135"
20886,"FEDE|102"
20887,"FEDE|111"
20890,"FEDE|111"
20892,"FEDE|114"
20893,"FEDE|107"
20894,"FEDE|121"
20896,"FEDE|111"
20897,"FEDE|114"
20898,"FEDE|114"
20901,"FEDE|102"
20907,"FEDE|121"
20909,"FEDE|111"
20912,"FEDE|123"
20915,"FEDE|108"
20918,"FEDE|110"
20924,"FEDE|132"
20925,"FEDE|110"
20929,"FEDE|117"
20942,"FEDE|402"
20945,"FEDE|115"
20953,"FEDE|101"
20984,"FEDE|402"
20990,"FEDE|123"
21003,"FEDE|214"
21004,"FEDE|111"
21005,"FEDE|261"
21006,"FEDE|111"
21058,"FEDE|242"
21087,"FEDE|133"
21093,"FEDE|201"
21118,"FEDE|137"
21128,"FEDE|108"
21129,"FEDE|101"
21130,"FEDE|103"
21131,"FEDE|103"
21133,"FEDE|105"
21134,"FEDE|105"
21135,"FEDE|108"
21137,"FEDE|102"
21139,"FEDE|108"
21141,"FEDE|102"
21142,"FEDE|113"
21147,"FEDE|102"
21151,"FEDE|108"
21152,"FEDE|105"
21155,"FEDE|103"
21156,"FEDE|102"
21158,"FEDE|108"
21163,"FEDE|110"
21164,"FEDE|110"
21165,"FEDE|103"
21166,"FEDE|101"
21167,"FEDE|108"
21168,"FEDE|103"
21169,"FEDE|103"
21170,"FEDE|105"
21171,"FEDE|108"
21174,"FEDE|105"
21176,"FEDE|108"
21177,"FEDE|108"
21181,"FEDE|108"
21182,"FEDE|108"
21183,"FEDE|110"
21184,"FEDE|108"
21185,"FEDE|103"
21187,"FEDE|105"
21188,"FEDE|105"
21190,"FEDE|108"
21194,"FEDE|105"
21195,"FEDE|105"
21198,"FEDE|102"
21206,"FEDE|105"
21207,"FEDE|113"
21208,"FEDE|108"
21210,"FEDE|108"
21211,"FEDE|105"
21212,"FEDE|101"
21213,"FEDE|110"
21214,"FEDE|105"
21215,"FEDE|101"
21216,"FEDE|110"
21217,"FEDE|103"
21218,"FEDE|102"
21219,"FEDE|105"
21220,"FEDE|110"
21224,"FEDE|102"
21225,"FEDE|103"
21226,"FEDE|108"
21227,"FEDE|102"
21228,"FEDE|103"
21229,"FEDE|108"
21231,"FEDE|110"
21232,"FEDE|103"
21233,"FEDE|101"
21245,"FEDE|109"
21269,"FEDE|123"
21292,"FEDE|125"
21312,"FEDE|125"
21329,"FEDE|105"
21334,"FEDE|113"
21339,"FEDE|113"
21341,"FEDE|204"
21352,"FEDE|132"
21364,"FEDE|124"
21375,"FEDE|221"
21376,"FEDE|413"
21398,"FEDE|125"
21400,"FEDE|110"
21401,"FEDE|105"
21402,"FEDE|106"
21403,"FEDE|113"
21404,"FEDE|124"
21407,"FEDE|110"
21409,"FEDE|110"
21411,"FEDE|105"
21414,"FEDE|113"
21416,"FEDE|110"
21422,"FEDE|103"
21424,"FEDE|110"
21426,"FEDE|113"
21428,"FEDE|106"
21429,"FEDE|113"
21430,"FEDE|113"
21433,"FEDE|106"
21436,"FEDE|106"
21440,"FEDE|103"
21441,"FEDE|113"
21442,"FEDE|103"
21443,"FEDE|110"
21448,"FEDE|105"
21449,"FEDE|113"
21455,"FEDE|101"
21460,"FEDE|113"
21466,"FEDE|106"
21467,"FEDE|110"
21470,"FEDE|113"
21473,"FEDE|101"
21478,"FEDE|102"
21483,"FEDE|604"
21485,"FEDE|202"
21502,"FEDE|105"
21514,"FEDE|402"
21544,"FEDE|601"
21554,"FEDE|413"
21574,"FEDE|133"
21599,"FEDE|128"
21612,"FEDE|117"
21618,"FEDE|261"
21623,"FEDE|129"
21640,"FEDE|111"
21649,"FEDE|123"
21655,"FEDE|134"
21665,"FEDE|134"
21676,"FEDE|109"
21687,"FEDE|102"
21688,"FEDE|102"
21689,"FEDE|101"
21690,"FEDE|113"
21691,"FEDE|109"
21694,"FEDE|102"
21698,"FEDE|101"
21699,"FEDE|106"
21700,"FEDE|105"
21701,"FEDE|106"
21702,"FEDE|112"
21703,"FEDE|106"
21704,"FEDE|105"
21705,"FEDE|112"
21707,"FEDE|108"
21708,"FEDE|112"
21709,"FEDE|101"
21713,"FEDE|106"
21714,"FEDE|101"
21715,"FEDE|114"
21721,"FEDE|115"
21722,"FEDE|121"
21723,"FEDE|114"
21725,"FEDE|115"
21726,"FEDE|106"
21727,"FEDE|102"
21728,"FEDE|106"
21729,"FEDE|115"
21730,"FEDE|108"
21731,"FEDE|113"
21733,"FEDE|112"
21735,"FEDE|115"
21742,"FEDE|115"
21744,"FEDE|105"
21745,"FEDE|115"
21746,"FEDE|105"
21747,"FEDE|115"
21750,"FEDE|105"
21756,"FEDE|106"
21769,"FEDE|111"
21771,"FEDE|106"
21801,"FEDE|106"
21802,"FEDE|103"
21804,"FEDE|106"
21805,"FEDE|108"
21807,"FEDE|103"
21810,"FEDE|106"
21812,"FEDE|105"
21813,"FEDE|101"
21816,"FEDE|108"
21819,"FEDE|106"
21821,"FEDE|105"
21823,"FEDE|113"
21836,"FEDE|110"
21838,"FEDE|105"
21840,"FEDE|105"
21846,"FEDE|103"
21849,"FEDE|105"
21860,"FEDE|111"
21889,"FEDE|115"
21890,"FEDE|404"
21893,"FEDE|123"
21898,"FEDE|242"
21904,"FEDE|233"
21905,"FEDE|111"
21918,"FEDE|132"
21925,"FEDE|402"
21940,"FEDE|125"
21949,"FEDE|109"
21958,"FEDE|123"
21987,"FEDE|125"
21993,"FEDE|242"
21999,"FEDE|123"
22011,"FEDE|417"
22013,"FEDE|101"
22026,"FEDE|109"
22040,"FEDE|101"
22045,"FEDE|101"
22046,"FEDE|111"
22052,"FEDE|133"
22069,"FEDE|211"
22097,"FEDE|402"
22100,"FEDE|125"
22118,"FEDE|132"
22136,"FEDE|218"
22138,"FEDE|135"
22146,"FEDE|108"
22152,"FEDE|126"
22169,"FEDE|404"
22177,"FEDE|102"
22180,"FEDE|110"
22181,"FEDE|129"
22183,"FEDE|112"
22184,"FEDE|110"
22186,"FEDE|105"
22187,"FEDE|102"
22188,"FEDE|102"
22189,"FEDE|129"
22190,"FEDE|102"
22191,"FEDE|137"
22193,"FEDE|137"
22195,"FEDE|110"
22196,"FEDE|112"
22197,"FEDE|102"
22198,"FEDE|102"
22199,"FEDE|110"
22212,"FEDE|137"
22213,"FEDE|137"
22214,"FEDE|102"
22215,"FEDE|112"
22216,"FEDE|112"
22217,"FEDE|102"
22218,"FEDE|137"
22220,"FEDE|107"
22222,"FEDE|110"
22223,"FEDE|129"
22226,"FEDE|102"
22227,"FEDE|102"
22228,"FEDE|112"
22229,"FEDE|112"
22230,"FEDE|112"
22231,"FEDE|102"
22232,"FEDE|129"
22233,"FEDE|137"
22235,"FEDE|110"
22236,"FEDE|137"
22237,"FEDE|105"
22239,"FEDE|102"
22240,"FEDE|112"
22241,"FEDE|137"
22242,"FEDE|110"
22243,"FEDE|105"
22244,"FEDE|110"
22245,"FEDE|112"
22249,"FEDE|110"
22250,"FEDE|129"
22251,"FEDE|137"
22252,"FEDE|112"
22253,"FEDE|112"
22255,"FEDE|110"
22257,"FEDE|107"
22258,"FEDE|129"
22259,"FEDE|137"
22260,"FEDE|129"
22261,"FEDE|102"
22262,"FEDE|129"
22263,"FEDE|102"
22268,"FEDE|137"
22269,"FEDE|102"
22270,"FEDE|112"
22271,"FEDE|110"
22273,"FEDE|112"
22275,"FEDE|112"
22277,"FEDE|137"
22278,"FEDE|110"
22279,"FEDE|129"
22280,"FEDE|110"
22281,"FEDE|102"
22282,"FEDE|110"
22283,"FEDE|102"
22285,"FEDE|112"
22286,"FEDE|110"
22289,"FEDE|102"
22292,"FEDE|112"
22293,"FEDE|112"
